Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
9acc871f-b577-5530-b8ad-fa95b58cea25,24-03-1985,,999-59-7726,S99918599,X14875434X,Mrs.,Lavinia262,Heaney114,,Maggio310,M,white,nonhispanic,F,Cambridge  Massachusetts  US,446 Kreiger Route,Brookline,Massachusetts,Norfolk County,2446,42.29712691,-71.14523957,1425692.509,154972.8415
1d3d0ba6-5475-07c2-0b40-562ad75fdf26,21-01-1960,,999-26-4708,S99981133,X33683613X,Mrs.,Laurena366,Heidenreich818,,Becker968,M,white,nonhispanic,F,Lawrence  Massachusetts  US,1039 Gerhold Ramp Apt 20,East Longmeadow,Massachusetts,Hampden County,,42.08768744,-72.52656679,774382.057,247928.613
98e4223a-5ad8-94e0-2d73-ee5203dd4e2b,09-11-2008,,999-92-2908,,,,Delfina519,Parisian75,,,,asian,nonhispanic,F,Boston  Massachusetts  US,752 Heller Vale Apt 5,Everett,Massachusetts,Middlesex County,2149,42.40872191,-71.05759674,162931.8475,1462.6425
8fa5a097-1970-9370-4193-a7baa3d235b5,25-08-2000,,999-84-8860,S99941898,X42921765X,Ms.,Verla696,Hamill307,,,,white,nonhispanic,F,Waltham  Massachusetts  US,804 Mohr Lodge Apt 92,Everett,Massachusetts,Middlesex County,2148,42.45174076,-71.07017883,214600.8025,115026.0475
8c2d5e9b-0717-9616-beb9-21296a5b547d,15-12-1960,,999-50-8690,S99926520,X57197008X,Ms.,Zelda766,Ernser583,,,S,white,nonhispanic,F,Amherst  Massachusetts  US,874 Skiles Club,Haverhill,Massachusetts,Essex County,1830,42.77589674,-71.00661558,2341031.138,177213.0915
a7624ac9-6308-e015-1c5c-115c97c631fe,02-11-1959,,999-16-7928,S99982440,X77033125X,Mrs.,Esther279,Runolfsson901,,Feil794,M,white,nonhispanic,F,Billerica  Massachusetts  US,389 Mraz Pathway Apt 38,Waltham,Massachusetts,Middlesex County,2453,42.3998323,-71.20603836,2286986.704,480203.186
122b4063-18dc-f20f-204c-6f2da758717b,16-09-2018,,999-63-4674,,,,Carlota980,Morales679,,,,white,hispanic,F,Santiago de los Caballeros  Santiago  DO,990 Morissette Parade,Boston,Massachusetts,Suffolk County,,42.29059438,-71.09216721,10334.434,7684.246
33c2ca32-ae38-66c5-474f-83273568906e,25-10-1955,,999-85-9194,S99955746,X89300658X,Mr.,Franklyn361,Tromp100,,,M,white,hispanic,M,Westford  Massachusetts  US,394 Weissnat Meadow,Georgetown,Massachusetts,Essex County,,42.76725123,-71.02479919,1860937.735,52453.715
57b53310-98a9-f011-69c0-02068c37d83b,13-07-1972,,999-37-8837,S99918279,X61102329X,Mrs.,Tommye961,Simonis280,,Franecki195,M,white,nonhispanic,F,Newton  Massachusetts  US,893 McGlynn Street,Plymouth,Massachusetts,Plymouth County,2360,41.88295424,-70.5823612,1973363.844,641759.8265
c9b4f8c6-d7be-6563-0560-c90cfe6b12ca,08-10-2003,,999-17-8551,S99937265,,Ms.,Pei116,Williamson769,,,,white,nonhispanic,F,Randolph  Massachusetts  US,996 Kemmer Port Unit 36,Woburn,Massachusetts,Middlesex County,1890,42.50824308,-71.17262434,1220556.95,0
1f528581-7613-2b96-dce3-68c7cf967ea1,03-04-1985,,999-82-4137,S99935035,X77363212X,Mrs.,Bonita405,Bernier607,,Hagenes547,M,white,nonhispanic,F,Dover  Massachusetts  US,377 Sauer Rapid Apt 46,Whitman,Massachusetts,Plymouth County,,42.07379171,-70.9283541,2223556.528,219554.6725
7024858b-f5e2-efee-8e2f-67f503fef6a5,03-01-1969,17-02-1997,999-91-3005,S99927148,X79375706X,Mrs.,Rosalia943,Klocko335,,Herzog843,M,white,nonhispanic,F,Boston  Massachusetts  US,898 Wisoky Green,Lynn,Massachusetts,Essex County,1906,42.50610365,-70.92554339,686276.755,24752.235
1cfa5a70-7f3c-4227-5cf1-e182fcff4cd4,18-09-1958,,999-24-1375,S99923833,X21908759X,Mrs.,Alaine226,Willms744,,Funk324,M,white,nonhispanic,F,North Westport  Massachusetts  US,112 Metz Track,Quincy,Massachusetts,Norfolk County,2186,42.25000925,-70.97805949,2056353.781,599891.699
2f031d4a-b070-ce15-6372-30c8fecf1164,30-09-1994,,999-47-2075,S99936245,X18832457X,Ms.,Magdalene960,Orn563,,,S,asian,nonhispanic,F,Shanghai  Shanghai Municipality  CN,206 Harber Meadow,Lexington,Massachusetts,Middlesex County,2420,42.4005015,-71.18772152,1565996.562,406247.948
9a632ddc-b352-6dd7-0fb3-916fde80c9a3,22-02-1989,,999-66-5814,S99917255,X27930221X,Mr.,Shaun461,Dickens475,,,M,white,hispanic,M,Swampscott  Massachusetts  US,484 Bernier Orchard,Lunenburg,Massachusetts,Worcester County,,42.56494812,-71.71071868,797287.09,2312.82
56bf1a47-8065-1ba5-6d8c-430b37a621bf,22-06-2007,,999-56-2288,,,,Denny560,Watsica258,,,,asian,nonhispanic,M,Boston  Massachusetts  US,112 Hintz Annex Unit 63,Concord,Massachusetts,Middlesex County,,42.4816292,-71.3956611,328040.88,0
7d1a0d44-6f3e-2cd5-3347-0d97e5b57612,04-12-1980,,999-18-4055,S99975869,X57447826X,Mr.,Doyle959,Johns824,,,M,white,nonhispanic,M,Clinton  Massachusetts  US,828 Jaskolski Well Apt 88,Reading,Massachusetts,Middlesex County,,42.46877404,-71.14837512,1008922.16,443.04
8bf6aa92-645f-3c82-ddcd-5851496a6aa8,07-05-1967,,999-57-2811,S99974478,X11431912X,Mrs.,Ethelyn789,Vandervort697,,Kling921,M,white,nonhispanic,F,Lynn  Massachusetts  US,372 Jakubowski Vista Unit 76,Easton,Massachusetts,Bristol County,,42.06241934,-71.12403926,2008486.939,409753.3915
f0660412-c40e-4d5c-5b11-08b6da289331,24-01-1975,,999-42-9701,S99913944,X52330687X,Mr.,Terry864,King743,,,M,white,nonhispanic,M,Lynn  Massachusetts  US,827 Kling Burg Suite 32,Buzzards Bay,Massachusetts,Barnstable County,2542,41.7787118,-70.57317837,1196488.853,3228.8775
53cc5b94-3c84-3ecf-ae94-f98203e3d8ba,07-03-2014,,999-85-1461,,,,Elwood28,Gottlieb798,,,,white,nonhispanic,M,New Bedford  Massachusetts  US,289 Mraz Knoll,Braintree,Massachusetts,Norfolk County,2184,42.21994826,-70.97768016,189892.04,0
060e72d3-912e-55cd-0c92-5faa6cb7a6db,03-01-1969,,999-66-6825,S99931952,X14008939X,Mr.,Benny518,Tillman293,,,S,white,nonhispanic,M,Medford  Massachusetts  US,941 Rodriguez Trace Suite 61,Quincy,Massachusetts,Norfolk County,2169,42.24005776,-70.98774746,181651.842,262994.998
18f70d07-28a0-17f3-2605-bf21cceb194b,08-02-2020,,999-52-7055,,,,Ernestina649,Fahey393,,,,white,nonhispanic,F,Medford  Massachusetts  US,631 Muller Junction Apt 77,Cambridge,Massachusetts,Middlesex County,2141,42.35348724,-71.06795193,46898.77,56.22
a7b903a5-5c6f-3f5e-4035-62d94b0b52b3,21-12-1995,,999-21-2434,S99916617,X56847635X,Ms.,Lavonia8,Abernathy524,,,,white,nonhispanic,F,Boxford  Massachusetts  US,702 Hane Boulevard,Medford,Massachusetts,Middlesex County,2145,42.41667897,-71.08159303,694925.9575,61101.1725
63198606-7c07-e63a-42a3-2f47419c881c,22-01-2015,,999-39-5566,,,,Rashida558,Murray856,,,,white,nonhispanic,F,Westborough  Massachusetts  US,400 Crooks Orchard,Everett,Massachusetts,Middlesex County,,42.43031721,-71.01885713,188478.56,131.22
2dacba2b-f4f3-9726-0f13-2f1a87f69bba,15-03-1988,,999-31-2745,S99997263,X23541953X,Mrs.,Margarite168,Boyer713,,Botsford977,M,white,nonhispanic,F,Southwick  Massachusetts  US,340 Ullrich Viaduct Unit 53,Waltham,Massachusetts,Middlesex County,2453,42.32625114,-71.21393961,1371909.648,223046.0925
7d28d76a-9ac8-67b4-3c88-0a75be3d0851,03-01-1969,,999-55-6195,S99969519,X56639424X,Mrs.,Erna640,Robel940,,Kuhic920,M,white,nonhispanic,F,Boston  Massachusetts  US,974 Nienow Fork,Lynn,Massachusetts,Essex County,1907,42.48839988,-70.92033042,1849843.516,396119.7145
307b6419-5147-4716-10b1-bb458ac191c3,19-07-2003,,999-53-6468,S99966610,,Ms.,Micheal721,Shields502,,,,white,nonhispanic,F,Worcester  Massachusetts  US,933 Jast Plaza,Fairhaven,Massachusetts,Bristol County,,41.65030477,-70.89413719,486024.1225,2349.0675
0afb59a5-12cb-3b6a-eead-3a72d24fb678,05-12-1980,,999-49-6212,S99937895,X21978831X,Mr.,Hershel911,Lang846,MD,,S,white,nonhispanic,M,Webster  Massachusetts  US,976 Abernathy Fort Unit 80,Holbrook,Massachusetts,Norfolk County,2343,42.20045424,-71.05023864,1034683.757,158.0625
38565670-114d-6c46-50b9-76bbffb16ffb,14-09-1970,,999-61-2551,S99975387,X9893460X,Mrs.,Christal240,Glover433,,Ruecker817,M,white,nonhispanic,F,Boston  Massachusetts  US,448 Davis Drive Unit 60,Lawrence,Massachusetts,Essex County,1840,42.74837964,-71.1691556,1117212.885,197427.3755
4f5a07ca-02e0-8981-3c30-4d9924a169a3,12-12-1983,,999-37-6244,S99973987,X64774243X,Mr.,Tony646,Ward668,,,M,white,nonhispanic,M,Worcester  Massachusetts  US,902 Gutkowski Hollow,Peabody,Massachusetts,Essex County,1940,42.53098046,-70.99559809,907036.61,9573.15
6a6a1b30-9966-bd68-e732-b7ce2c0b6ade,19-11-2013,,999-17-5887,,,,Roberto515,Quiroz936,,,,white,hispanic,M,Portsmouth  Saint John Parish  DM,759 Schimmel Hollow Unit 24,Haverhill,Massachusetts,Essex County,1835,42.77414224,-71.10091261,201925.44,1434.3
be82309d-1a8f-df82-4cd6-5f03e1060e8e,07-03-1970,,999-49-3900,S99998879,X20800283X,Mr.,Felton646,Pouros728,,,M,white,nonhispanic,M,Weymouth  Massachusetts  US,805 Greenfelder Heights,Shirley,Massachusetts,Middlesex County,,42.58359111,-71.60138307,1168474.663,125.5275
5e2cd800-901b-55d3-edf4-ab6e3c7524ff,13-03-1983,,999-31-9450,S99941509,X19453034X,Mr.,Jonathon205,Rice937,JD,,S,white,nonhispanic,M,Beverly  Massachusetts  US,856 Corkery Ferry Apt 50,Somerville,Massachusetts,Middlesex County,2138,42.36139427,-71.11072242,978259.775,23108.145
f93c78a3-57b8-4858-cad5-e449f26e3857,10-12-2008,,999-80-8776,,,,Man114,Halvorson124,,,,white,nonhispanic,M,Marblehead  Massachusetts  US,644 Abshire Park Suite 19,Brockton,Massachusetts,Plymouth County,,42.09331989,-70.94942531,327035.025,2953.305
62bb08df-1e20-441c-6fea-94c47a30690a,21-05-1980,,999-86-6189,S99916713,X77230309X,Mrs.,Leonie332,Monahan736,,Raynor401,M,white,nonhispanic,F,Smith Mills  Massachusetts  US,497 Hegmann Gateway Suite 26,Newburyport,Massachusetts,Essex County,,42.80701595,-70.92184927,1273822.643,48322.1175
d1822991-eb4f-aafe-6a88-cd5279b4385b,09-01-2017,,999-39-2759,,,,Solomon675,Moore224,,,,white,nonhispanic,M,Peabody  Massachusetts  US,948 Wilkinson Passage,Lancaster,Massachusetts,Worcester County,,42.52814462,-71.70135048,127579.35,32828.16
5b2f8ddd-408a-884c-00e9-047b13e6cc45,06-07-1999,,999-71-4100,S99988351,X19730009X,Mr.,Refugio197,Ratke343,,,,white,nonhispanic,M,Lowell  Massachusetts  US,692 Lakin View Unit 66,Lynn,Massachusetts,Essex County,1901,42.43587593,-70.99343488,659431.81,31019.67
afd63046-5213-0c98-561f-12e6725cd1f5,25-10-1956,,999-88-6383,S99989633,X29496773X,Mrs.,Pattie91,West559,,Littel644,M,black,nonhispanic,F,Lowell  Massachusetts  US,1020 Dibbert Crossroad,Belmont,Massachusetts,Middlesex County,2472,42.40760795,-71.16850973,2090761.783,420932.647
ceec80e3-5c50-be88-198c-e98375c8e8a2,12-09-1977,,999-47-3565,S99925368,X8596122X,Mr.,Gerry91,Treutel973,,,M,white,nonhispanic,M,Lowell  Massachusetts  US,830 Lebsack Brook,Boston,Massachusetts,Suffolk County,2130,42.31900043,-71.0600982,1459667.655,1421.925
19e3f2b0-8fd1-a8ae-2767-f0c89005b8d2,27-11-2010,,999-97-1329,,,,Keena534,Balistreri607,,,,asian,hispanic,F,Holliston  Massachusetts  US,938 Becker Common Unit 43,Revere,Massachusetts,Suffolk County,,42.39841671,-70.94689598,152495.905,2362.605
363f50e2-9771-dfb4-1ff5-3d7db24b9ada,04-09-2021,,999-22-4018,,,,Juliette736,McClure239,,,,white,nonhispanic,F,Quincy  Massachusetts  US,293 Pacocha Knoll Unit 74,Boston,Massachusetts,Suffolk County,2128,42.4360126,-71.01435216,7728.18,0
3a74ce3c-442e-b4ef-fb10-560f58f8e613,26-03-1997,,999-49-2054,S99976277,X9668781X,Mr.,Leif534,Williamson769,,,,white,nonhispanic,M,Boston  Massachusetts  US,131 Shanahan Hollow Unit 98,Amherst,Massachusetts,Hampshire County,,42.3224843,-72.48889382,79244.404,30103.676
04f25f73-04b2-469c-3806-540417a0d61c,19-10-1969,09-11-2005,999-93-4258,S99913030,X20390688X,Mrs.,Maye976,Dickinson688,,Glover433,M,white,hispanic,F,Plymouth  Massachusetts  US,392 Renner Divide Suite 57,Woburn,Massachusetts,Middlesex County,,42.4784717,-71.16214462,2815496.547,7908.8925
3ff3637c-86a6-6d45-8e41-f1b2c96fbcf4,13-01-2010,,999-95-3226,,,,Rosana394,Kessler503,,,,white,nonhispanic,F,Mashpee  Massachusetts  US,276 Deckow Tunnel Unit 19,Lowell,Massachusetts,Middlesex County,,42.60471483,-71.30423463,298852.3775,543.9825
6b3a5686-0f63-5ce4-cc03-0bba2052f7b1,28-10-1958,,999-96-8207,S99914224,X43330625X,Mrs.,Lashawnda573,O'Hara248,,Greenfelder433,M,white,nonhispanic,F,Deerfield  Massachusetts  US,230 Robel Drive Suite 95,Lowell,Massachusetts,Middlesex County,1851,42.63165279,-71.37344386,1210508.126,1210783.844
e70e7298-5026-74b0-505b-110dd1ce0af7,26-10-1941,,999-95-6406,S99955846,X26191014X,Mrs.,Lyla842,Braun514,,Kozey370,M,white,nonhispanic,F,Framingham  Massachusetts  US,250 Senger Glen Suite 62,Canton,Massachusetts,Norfolk County,,42.14481837,-71.0904625,2328980.126,274946.544
8761af66-90ad-7f7d-2102-58b767495473,21-06-1991,,999-65-6080,S99986136,X63302614X,Mr.,Jack927,Barton704,,,S,white,nonhispanic,M,Boston  Massachusetts  US,156 Haley Manor Unit 66,Medford,Massachusetts,Middlesex County,,42.461856,-71.06937481,760228.9025,3786.1575
50aac3ff-d836-adfd-620d-662fa08fdf55,23-09-1960,,999-39-5007,S99928200,X13955983X,Mrs.,Jacquelynn434,Morar593,,Connelly992,M,white,nonhispanic,F,Cambridge  Massachusetts  US,638 Hamill Orchard,Holyoke,Massachusetts,Hampden County,,42.18367618,-72.61096972,515229.476,1361112.994
fcca54e8-5abe-cd71-30a0-464f15368bea,12-12-1993,,999-93-3994,S99954518,X33164416X,Mrs.,Oneida64,Stokes453,,Lemke654,M,white,nonhispanic,F,Revere  Massachusetts  US,1085 Grant Boulevard,Marblehead,Massachusetts,Essex County,,42.49291246,-70.82288754,1814465.263,3730.7175
c88891ca-5796-aca3-c67d-0b2043dd0463,14-12-2007,,999-76-2033,,,,Alexander630,Robel940,,,,white,nonhispanic,M,Westfield  Massachusetts  US,337 Nicolas Light,Marshfield,Massachusetts,Plymouth County,2050,42.12065616,-70.7122451,629927.13,131.22
a5ca099b-c28d-c0f4-653a-0d926051840a,29-08-2019,,999-43-1306,,,,Kevin729,Kautzer186,,,,white,nonhispanic,M,New Bedford  Massachusetts  US,538 Stroman Pathway Apt 39,Lynn,Massachusetts,Essex County,1906,42.43221409,-70.92917303,61668.18,56.22
0f235c70-d4a8-4a79-e124-eb3b6da274a0,05-01-1992,,999-69-3737,S99985809,X56624017X,Mrs.,Dovie983,Fay398,,Wunsch504,M,white,nonhispanic,F,Watertown  Massachusetts  US,194 Muller Mill Suite 76,Longmeadow,Massachusetts,Hampden County,1106,42.06090644,-72.54143976,923570.6865,197191.2335
e15d5c46-48a2-2364-2b4f-529ecbe0c956,26-12-1970,,999-43-7191,S99999275,X9664867X,Mr.,Edison640,Hudson301,,,S,white,nonhispanic,M,Seekonk  Massachusetts  US,946 Reichert Arcade Suite 67,Bourne,Massachusetts,Barnstable County,2532,41.78475676,-70.61408144,657408.255,56.115
97899f1d-9c3b-2b90-17b8-400c11ab8f0f,19-10-1969,,999-92-9590,S99972960,X36775426X,Ms.,Alberta625,Waters156,,,S,white,hispanic,F,Peabody  Massachusetts  US,246 Boyle Heights Apt 11,Woburn,Massachusetts,Middlesex County,1890,42.47373282,-71.19371785,2695191.146,206727.3645
9ac43dbb-44d6-871e-b411-a1c18c61b55e,15-10-1942,12-05-1996,999-38-2466,S99958981,X3498799X,Mr.,Mohammad578,Mann644,,,M,black,nonhispanic,M,Marblehead  Massachusetts  US,730 Kessler Common Unit 54,Pembroke,Massachusetts,Plymouth County,,42.01823305,-70.78902837,1483250.238,1904.7225
87daa935-0fc8-61cf-9e00-b8540c292903,17-11-1959,,999-51-1827,S99983576,X60001847X,Mr.,Collin529,Becker968,,,S,white,nonhispanic,M,Cambridge  Massachusetts  US,727 O'Kon Green Suite 87,Methuen,Massachusetts,Essex County,1844,42.72398866,-71.161411,1387814.233,1236.5475
81b2098d-e476-7d41-46b1-1c86fa027785,18-02-1956,,999-19-9446,S99925383,X8583497X,Mrs.,Isa815,Gorczany269,,Dooley940,M,white,nonhispanic,F,Natick  Massachusetts  US,722 Jenkins Harbor,North Plymouth,Massachusetts,Plymouth County,,42.00792336,-70.66665603,1309087.891,80931.2695
10a1709a-5dde-1e3a-4c06-d8de03764712,07-04-1958,10-07-2011,999-81-4359,S99921632,X77153984X,Mr.,Werner409,Schneider199,,,M,white,nonhispanic,M,Auburn  Massachusetts  US,474 Koelpin Street Suite 44,Yarmouth,Massachusetts,Barnstable County,,41.66042972,-70.22633626,2381577.083,16500.7875
e984f023-1987-15a9-f24b-f980ce800206,10-08-1975,,999-12-5073,S99947934,X59393369X,Mrs.,Starla601,Collier206,,Armstrong51,M,white,nonhispanic,F,Boston  Massachusetts  US,754 Moore Road Apt 77,Scituate,Massachusetts,Plymouth County,,42.19355225,-70.73756348,1855792.14,59302.74
e92c1f65-ac3e-4732-1199-fcaefa803406,17-06-1969,,999-37-5672,S99952360,X51466551X,Mr.,Ernesto186,Jaramillo133,,,S,white,hispanic,M,Havana  Havana  CU,508 Mueller Center Apt 38,Winthrop,Massachusetts,Suffolk County,2128,42.41739517,-71.00622321,1324142.208,496.8825
e000e5c8-30f7-7a53-a324-7f3e431ba008,08-03-1970,,999-63-3223,S99915120,X58434553X,Mr.,Cletus494,Bartell116,,,M,white,nonhispanic,M,Lowell  Massachusetts  US,417 Jacobson Wynd,Amherst,Massachusetts,Hampshire County,,42.40363683,-72.5008382,327178.875,203960.295
f7a3acd9-1c09-59d6-dbaa-079164cbe703,19-02-1976,,999-36-1674,S99957653,X50897317X,Mr.,Emerson869,Frami345,,,M,white,nonhispanic,M,Boston  Massachusetts  US,213 Weissnat Port Apt 83,Taunton,Massachusetts,Bristol County,2718,41.86833708,-71.14495172,249879.2675,23.8725
96df4283-1388-506c-e88f-77cd4232e1b4,15-10-1942,06-01-1993,999-39-6092,S99945742,X860688X,Mr.,Alonso270,Barton704,,,M,black,nonhispanic,M,Bedford  Massachusetts  US,320 Doyle Key Apt 86,Pembroke,Massachusetts,Plymouth County,,42.03897771,-70.83954667,1987240.9,205909.26
74b7fc31-8223-c477-0ec9-5b2ceea7c28f,19-09-1970,,999-32-8750,S99959598,X89632338X,Mr.,Isiah14,Jacobs452,,,M,black,nonhispanic,M,Wenham  Massachusetts  US,856 Gerlach Branch,Canton,Massachusetts,Norfolk County,,42.13423921,-71.1128372,2104482.625,3307.545
78a50f0f-cce6-17f0-cc9f-bd605ce78292,26-12-1984,,999-96-2106,S99920846,X64074744X,Mrs.,Mardell937,Legros616,,Johnston597,M,white,nonhispanic,F,New Bedford  Massachusetts  US,365 Prosacco Byway,Cohasset,Massachusetts,Norfolk County,,42.27672316,-70.76307024,1099682.678,587.5125
b45719be-ad92-ca35-29be-daaacf4f258b,01-03-1966,,999-63-7968,S99988817,X49302987X,Mr.,Pierre431,Collins926,,,M,white,nonhispanic,M,Lexington  Massachusetts  US,568 Stokes Course Unit 49,Boston,Massachusetts,Suffolk County,2163,42.33318843,-71.02092092,180626.7865,103678.9435
87cecc0c-9c64-cc50-5370-d7c881ccbd61,03-03-1948,21-06-2008,999-19-8762,S99918771,X16628457X,Mr.,Lucio648,Toy286,,,M,white,nonhispanic,M,Rockport  Massachusetts  US,558 Kunze Divide Suite 93,Somerville,Massachusetts,Middlesex County,2143,42.39335444,-71.09287628,1553128.295,1151.895
33b3cedc-e045-2a40-e5b7-116ede5d8c66,16-02-1944,10-10-2019,999-13-7298,S99927892,X79444529X,Mrs.,Sharlene906,D'Amore443,,Kassulke119,M,white,nonhispanic,F,Wakefield  Massachusetts  US,963 Wilderman Brook Unit 46,Worcester,Massachusetts,Worcester County,,42.30561727,-71.80263994,2843546.998,500198.012
fab540db-3bc8-bbf8-69bc-5d8a9dbb752f,24-12-2020,,999-66-3827,,,,Charlsie105,Jacobson885,,,,white,nonhispanic,F,Needham  Massachusetts  US,122 Hyatt Fort,Royalston,Massachusetts,Worcester County,,42.64502669,-72.1785662,27676.87,0
54e10ce1-0444-aa9d-a915-1d576a6a0f70,07-04-1958,,999-96-5910,S99917499,X67761287X,Mr.,Todd315,Breitenberg711,,,S,white,nonhispanic,M,Lowell  Massachusetts  US,259 Lakin Terrace Apt 27,Yarmouth,Massachusetts,Barnstable County,,41.6966062,-70.19266507,1568370.76,2443.86
fa311677-035c-7329-3dec-2a01c9afd965,06-09-1958,,999-58-2537,S99932987,X74829255X,Mr.,Jeremy766,Witting912,,,M,asian,nonhispanic,M,Macau  Macao Special Administrative Region of the People's Republic of China  CN,941 Robel Vista,Plainville,Massachusetts,Norfolk County,,42.04847822,-71.34364274,1616300.063,20846.4675
